MATCH_ID,MATCH_DATE,TOURNAMENT,TEAM_ID,OPP_TEAM_ID,GOALS,OPP_GOALS,IS_HOST,TOURNAMENT_CATEGORY
1,1872-11-30,Friendly,Scotland,England,0.0,0.0,1,Friendly
1,1872-11-30,Friendly,England,Scotland,0.0,0.0,0,Friendly
2,1873-03-08,Friendly,England,Scotland,4.0,2.0,1,Friendly
2,1873-03-08,Friendly,Scotland,England,2.0,4.0,0,Friendly
3,1874-03-07,Friendly,Scotland,England,2.0,1.0,1,Friendly
3,1874-03-07,Friendly,England,Scotland,1.0,2.0,0,Friendly
4,1875-03-06,Friendly,England,Scotland,2.0,2.0,1,Friendly
4,1875-03-06,Friendly,Scotland,England,2.0,2.0,0,Friendly
5,1876-03-04,Friendly,Scotland,England,3.0,0.0,1,Friendly
5,1876-03-04,Friendly,England,Scotland,0.0,3.0,0,Friendly
6,1876-03-25,Friendly,Scotland,Wales,4.0,0.0,1,Friendly
6,1876-03-25,Friendly,Wales,Scotland,0.0,4.0,0,Friendly
7,1877-03-03,Friendly,England,Scotland,1.0,3.0,1,Friendly
7,1877-03-03,Friendly,Scotland,England,3.0,1.0,0,Friendly
8,1877-03-05,Friendly,Wales,Scotland,0.0,2.0,1,Friendly
8,1877-03-05,Friendly,Scotland,Wales,2.0,0.0,0,Friendly
9,1878-03-02,Friendly,Scotland,England,7.0,2.0,1,Friendly
9,1878-03-02,Friendly,England,Scotland,2.0,7.0,0,Friendly
10,1878-03-23,Friendly,Scotland,Wales,9.0,0.0,1,Friendly
10,1878-03-23,Friendly,Wales,Scotland,0.0,9.0,0,Friendly
11,1879-01-18,Friendly,England,Wales,2.0,1.0,1,Friendly
11,1879-01-18,Friendly,Wales,England,1.0,2.0,0,Friendly
12,1879-04-05,Friendly,England,Scotland,5.0,4.0,1,Friendly
12,1879-04-05,Friendly,Scotland,England,4.0,5.0,0,Friendly
13,1879-04-07,Friendly,Wales,Scotland,0.0,3.0,1,Friendly
13,1879-04-07,Friendly,Scotland,Wales,3.0,0.0,0,Friendly
14,1880-03-13,Friendly,Scotland,England,5.0,4.0,1,Friendly
14,1880-03-13,Friendly,England,Scotland,4.0,5.0,0,Friendly
15,1880-03-15,Friendly,Wales,England,2.0,3.0,1,Friendly
15,1880-03-15,Friendly,England,Wales,3.0,2.0,0,Friendly
16,1880-03-27,Friendly,Scotland,Wales,5.0,1.0,1,Friendly
16,1880-03-27,Friendly,Wales,Scotland,1.0,5.0,0,Friendly
17,1881-02-26,Friendly,England,Wales,0.0,1.0,1,Friendly
17,1881-02-26,Friendly,Wales,England,1.0,0.0,0,Friendly
18,1881-03-12,Friendly,England,Scotland,1.0,6.0,1,Friendly
18,1881-03-12,Friendly,Scotland,England,6.0,1.0,0,Friendly
19,1881-03-14,Friendly,Wales,Scotland,1.0,5.0,1,Friendly
19,1881-03-14,Friendly,Scotland,Wales,5.0,1.0,0,Friendly
20,1882-02-18,Friendly,Northern Ireland,England,0.0,13.0,1,Friendly
20,1882-02-18,Friendly,England,Northern Ireland,13.0,0.0,0,Friendly
21,1882-02-25,Friendly,Wales,Northern Ireland,7.0,1.0,1,Friendly
21,1882-02-25,Friendly,Northern Ireland,Wales,1.0,7.0,0,Friendly
22,1882-03-11,Friendly,Scotland,England,5.0,1.0,1,Friendly
22,1882-03-11,Friendly,England,Scotland,1.0,5.0,0,Friendly
23,1882-03-13,Friendly,Wales,England,5.0,3.0,1,Friendly
23,1882-03-13,Friendly,England,Wales,3.0,5.0,0,Friendly
24,1882-03-25,Friendly,Scotland,Wales,5.0,0.0,1,Friendly
24,1882-03-25,Friendly,Wales,Scotland,0.0,5.0,0,Friendly
25,1883-02-03,Friendly,England,Wales,5.0,0.0,1,Friendly
25,1883-02-03,Friendly,Wales,England,0.0,5.0,0,Friendly
26,1883-02-24,Friendly,England,Northern Ireland,7.0,0.0,1,Friendly
26,1883-02-24,Friendly,Northern Ireland,England,0.0,7.0,0,Friendly
27,1883-03-10,Friendly,England,Scotland,2.0,3.0,1,Friendly
27,1883-03-10,Friendly,Scotland,England,3.0,2.0,0,Friendly
28,1883-03-12,Friendly,Wales,Scotland,0.0,3.0,1,Friendly
28,1883-03-12,Friendly,Scotland,Wales,3.0,0.0,0,Friendly
29,1883-03-17,Friendly,Northern Ireland,Wales,1.0,1.0,1,Friendly
29,1883-03-17,Friendly,Wales,Northern Ireland,1.0,1.0,0,Friendly
30,1884-01-26,British Home Championship,Northern Ireland,Scotland,0.0,5.0,1,Other
30,1884-01-26,British Home Championship,Scotland,Northern Ireland,5.0,0.0,0,Other
31,1884-02-09,British Home Championship,Wales,Northern Ireland,6.0,0.0,1,Other
31,1884-02-09,British Home Championship,Northern Ireland,Wales,0.0,6.0,0,Other
32,1884-02-23,British Home Championship,Northern Ireland,England,1.0,8.0,1,Other
32,1884-02-23,British Home Championship,England,Northern Ireland,8.0,1.0,0,Other
33,1884-03-15,British Home Championship,Scotland,England,1.0,0.0,1,Other
33,1884-03-15,British Home Championship,England,Scotland,0.0,1.0,0,Other
34,1884-03-17,British Home Championship,Wales,England,0.0,4.0,1,Other
34,1884-03-17,British Home Championship,England,Wales,4.0,0.0,0,Other
35,1884-03-29,British Home Championship,Scotland,Wales,4.0,1.0,1,Other
35,1884-03-29,British Home Championship,Wales,Scotland,1.0,4.0,0,Other
36,1885-02-28,British Home Championship,England,Northern Ireland,4.0,0.0,1,Other
36,1885-02-28,British Home Championship,Northern Ireland,England,0.0,4.0,0,Other
37,1885-03-14,British Home Championship,England,Wales,1.0,1.0,1,Other
37,1885-03-14,British Home Championship,Wales,England,1.0,1.0,0,Other
38,1885-03-14,British Home Championship,Scotland,Northern Ireland,8.0,2.0,1,Other
38,1885-03-14,British Home Championship,Northern Ireland,Scotland,2.0,8.0,0,Other
39,1885-03-21,British Home Championship,England,Scotland,1.0,1.0,1,Other
39,1885-03-21,British Home Championship,Scotland,England,1.0,1.0,0,Other
40,1885-03-23,British Home Championship,Wales,Scotland,1.0,8.0,1,Other
40,1885-03-23,British Home Championship,Scotland,Wales,8.0,1.0,0,Other
41,1885-04-11,British Home Championship,Northern Ireland,Wales,2.0,8.0,1,Other
41,1885-04-11,British Home Championship,Wales,Northern Ireland,8.0,2.0,0,Other
42,1885-11-28,Friendly,United States,Canada,0.0,1.0,1,Friendly
42,1885-11-28,Friendly,Canada,United States,1.0,0.0,0,Friendly
43,1886-02-27,British Home Championship,Wales,Northern Ireland,5.0,0.0,1,Other
43,1886-02-27,British Home Championship,Northern Ireland,Wales,0.0,5.0,0,Other
44,1886-03-13,British Home Championship,Northern Ireland,England,1.0,6.0,1,Other
44,1886-03-13,British Home Championship,England,Northern Ireland,6.0,1.0,0,Other
45,1886-03-20,British Home Championship,Northern Ireland,Scotland,2.0,7.0,1,Other
45,1886-03-20,British Home Championship,Scotland,Northern Ireland,7.0,2.0,0,Other
46,1886-03-27,British Home Championship,Scotland,England,1.0,1.0,1,Other
46,1886-03-27,British Home Championship,England,Scotland,1.0,1.0,0,Other
47,1886-03-29,British Home Championship,Wales,England,1.0,3.0,1,Other
47,1886-03-29,British Home Championship,England,Wales,3.0,1.0,0,Other
48,1886-04-10,British Home Championship,Scotland,Wales,4.0,1.0,1,Other
48,1886-04-10,British Home Championship,Wales,Scotland,1.0,4.0,0,Other
49,1886-11-25,Friendly,United States,Canada,3.0,2.0,1,Friendly
49,1886-11-25,Friendly,Canada,United States,2.0,3.0,0,Friendly
50,1887-02-05,British Home Championship,England,Northern Ireland,7.0,0.0,1,Other
50,1887-02-05,British Home Championship,Northern Ireland,England,0.0,7.0,0,Other
51,1887-02-19,British Home Championship,Scotland,Northern Ireland,4.0,1.0,1,Other
51,1887-02-19,British Home Championship,Northern Ireland,Scotland,1.0,4.0,0,Other
52,1887-02-26,British Home Championship,England,Wales,4.0,0.0,1,Other
52,1887-02-26,British Home Championship,Wales,England,0.0,4.0,0,Other
53,1887-03-12,British Home Championship,Northern Ireland,Wales,4.0,1.0,1,Other
53,1887-03-12,British Home Championship,Wales,Northern Ireland,1.0,4.0,0,Other
54,1887-03-19,British Home Championship,England,Scotland,2.0,3.0,1,Other
54,1887-03-19,British Home Championship,Scotland,England,3.0,2.0,0,Other
55,1887-03-21,British Home Championship,Wales,Scotland,0.0,2.0,1,Other
55,1887-03-21,British Home Championship,Scotland,Wales,2.0,0.0,0,Other
56,1888-02-04,British Home Championship,England,Wales,5.0,1.0,1,Other
56,1888-02-04,British Home Championship,Wales,England,1.0,5.0,0,Other
57,1888-03-03,British Home Championship,Wales,Northern Ireland,11.0,0.0,1,Other
57,1888-03-03,British Home Championship,Northern Ireland,Wales,0.0,11.0,0,Other
58,1888-03-10,British Home Championship,Scotland,Wales,5.0,1.0,1,Other
58,1888-03-10,British Home Championship,Wales,Scotland,1.0,5.0,0,Other
59,1888-03-17,British Home Championship,Scotland,England,0.0,5.0,1,Other
59,1888-03-17,British Home Championship,England,Scotland,5.0,0.0,0,Other
60,1888-03-24,British Home Championship,Northern Ireland,Scotland,2.0,10.0,1,Other
60,1888-03-24,British Home Championship,Scotland,Northern Ireland,10.0,2.0,0,Other
61,1888-04-07,British Home Championship,Northern Ireland,England,1.0,5.0,1,Other
61,1888-04-07,British Home Championship,England,Northern Ireland,5.0,1.0,0,Other
62,1888-09-19,Friendly,Scotland,Canada,4.0,0.0,1,Friendly
62,1888-09-19,Friendly,Canada,Scotland,0.0,4.0,0,Friendly
63,1889-02-23,British Home Championship,England,Wales,4.0,1.0,1,Other
63,1889-02-23,British Home Championship,Wales,England,1.0,4.0,0,Other
64,1889-03-02,British Home Championship,England,Northern Ireland,6.0,1.0,1,Other
64,1889-03-02,British Home Championship,Northern Ireland,England,1.0,6.0,0,Other
65,1889-03-09,British Home Championship,Scotland,Northern Ireland,7.0,0.0,1,Other
65,1889-03-09,British Home Championship,Northern Ireland,Scotland,0.0,7.0,0,Other
66,1889-04-13,British Home Championship,England,Scotland,2.0,3.0,1,Other
66,1889-04-13,British Home Championship,Scotland,England,3.0,2.0,0,Other
67,1889-04-15,British Home Championship,Wales,Scotland,0.0,0.0,1,Other
67,1889-04-15,British Home Championship,Scotland,Wales,0.0,0.0,0,Other
68,1889-04-27,British Home Championship,Northern Ireland,Wales,1.0,3.0,1,Other
68,1889-04-27,British Home Championship,Wales,Northern Ireland,3.0,1.0,0,Other
69,1890-02-08,British Home Championship,Wales,Northern Ireland,5.0,2.0,0,Other
69,1890-02-08,British Home Championship,Northern Ireland,Wales,2.0,5.0,0,Other
70,1890-03-15,British Home Championship,Northern Ireland,England,1.0,9.0,1,Other
70,1890-03-15,British Home Championship,England,Northern Ireland,9.0,1.0,0,Other
71,1890-03-15,British Home Championship,Wales,England,1.0,3.0,1,Other
71,1890-03-15,British Home Championship,England,Wales,3.0,1.0,0,Other
72,1890-03-22,British Home Championship,Scotland,Wales,5.0,0.0,1,Other
72,1890-03-22,British Home Championship,Wales,Scotland,0.0,5.0,0,Other
73,1890-03-29,British Home Championship,Northern Ireland,Scotland,1.0,4.0,1,Other
73,1890-03-29,British Home Championship,Scotland,Northern Ireland,4.0,1.0,0,Other
74,1890-04-05,British Home Championship,Scotland,England,1.0,1.0,1,Other
74,1890-04-05,British Home Championship,England,Scotland,1.0,1.0,0,Other
75,1891-02-07,British Home Championship,Northern Ireland,Wales,7.0,2.0,1,Other
75,1891-02-07,British Home Championship,Wales,Northern Ireland,2.0,7.0,0,Other
76,1891-03-07,British Home Championship,England,Wales,4.0,1.0,1,Other
76,1891-03-07,British Home Championship,Wales,England,1.0,4.0,0,Other
77,1891-03-07,British Home Championship,England,Northern Ireland,6.0,1.0,1,Other
77,1891-03-07,British Home Championship,Northern Ireland,England,1.0,6.0,0,Other
78,1891-03-21,British Home Championship,Wales,Scotland,3.0,4.0,1,Other
78,1891-03-21,British Home Championship,Scotland,Wales,4.0,3.0,0,Other
79,1891-03-28,British Home Championship,Scotland,Northern Ireland,2.0,1.0,1,Other
79,1891-03-28,British Home Championship,Northern Ireland,Scotland,1.0,2.0,0,Other
80,1891-04-04,British Home Championship,England,Scotland,2.0,1.0,1,Other
80,1891-04-04,British Home Championship,Scotland,England,1.0,2.0,0,Other
81,1892-02-27,British Home Championship,Wales,Northern Ireland,1.0,1.0,1,Other
81,1892-02-27,British Home Championship,Northern Ireland,Wales,1.0,1.0,0,Other
82,1892-03-05,British Home Championship,Northern Ireland,England,0.0,2.0,1,Other
82,1892-03-05,British Home Championship,England,Northern Ireland,2.0,0.0,0,Other
83,1892-03-05,British Home Championship,Wales,England,0.0,2.0,1,Other
83,1892-03-05,British Home Championship,England,Wales,2.0,0.0,0,Other
84,1892-03-19,British Home Championship,Northern Ireland,Scotland,2.0,3.0,1,Other
84,1892-03-19,British Home Championship,Scotland,Northern Ireland,3.0,2.0,0,Other
85,1892-03-26,British Home Championship,Scotland,Wales,6.0,1.0,1,Other
85,1892-03-26,British Home Championship,Wales,Scotland,1.0,6.0,0,Other
86,1892-04-02,British Home Championship,Scotland,England,1.0,4.0,1,Other
86,1892-04-02,British Home Championship,England,Scotland,4.0,1.0,0,Other
87,1893-02-25,British Home Championship,England,Northern Ireland,6.0,1.0,1,Other
87,1893-02-25,British Home Championship,Northern Ireland,England,1.0,6.0,0,Other
88,1893-03-13,British Home Championship,England,Wales,6.0,0.0,1,Other
88,1893-03-13,British Home Championship,Wales,England,0.0,6.0,0,Other
89,1893-03-18,British Home Championship,Wales,Scotland,0.0,8.0,1,Other
89,1893-03-18,British Home Championship,Scotland,Wales,8.0,0.0,0,Other
90,1893-03-25,British Home Championship,Scotland,Northern Ireland,6.0,1.0,1,Other
90,1893-03-25,British Home Championship,Northern Ireland,Scotland,1.0,6.0,0,Other
91,1893-04-01,British Home Championship,England,Scotland,5.0,2.0,1,Other
91,1893-04-01,British Home Championship,Scotland,England,2.0,5.0,0,Other
92,1894-02-24,British Home Championship,Wales,Northern Ireland,4.0,1.0,1,Other
92,1894-02-24,British Home Championship,Northern Ireland,Wales,1.0,4.0,0,Other
93,1894-03-03,British Home Championship,Northern Ireland,England,2.0,2.0,1,Other
93,1894-03-03,British Home Championship,England,Northern Ireland,2.0,2.0,0,Other
94,1894-03-12,British Home Championship,Wales,England,1.0,5.0,1,Other
94,1894-03-12,British Home Championship,England,Wales,5.0,1.0,0,Other
95,1894-03-24,British Home Championship,Scotland,Wales,5.0,2.0,1,Other
95,1894-03-24,British Home Championship,Wales,Scotland,2.0,5.0,0,Other
96,1894-03-31,British Home Championship,Northern Ireland,Scotland,1.0,2.0,1,Other
96,1894-03-31,British Home Championship,Scotland,Northern Ireland,2.0,1.0,0,Other
97,1894-04-07,British Home Championship,Scotland,England,2.0,2.0,1,Other
97,1894-04-07,British Home Championship,England,Scotland,2.0,2.0,0,Other
98,1895-03-09,British Home Championship,England,Northern Ireland,9.0,0.0,1,Other
98,1895-03-09,British Home Championship,Northern Ireland,England,0.0,9.0,0,Other
99,1895-03-16,British Home Championship,Northern Ireland,Wales,2.0,2.0,1,Other
99,1895-03-16,British Home Championship,Wales,Northern Ireland,2.0,2.0,0,Other
100,1895-03-18,British Home Championship,England,Wales,1.0,1.0,1,Other
100,1895-03-18,British Home Championship,Wales,England,1.0,1.0,0,Other
101,1895-03-23,British Home Championship,Wales,Scotland,2.0,2.0,1,Other
101,1895-03-23,British Home Championship,Scotland,Wales,2.0,2.0,0,Other
102,1895-03-30,British Home Championship,Scotland,Northern Ireland,3.0,1.0,1,Other
102,1895-03-30,British Home Championship,Northern Ireland,Scotland,1.0,3.0,0,Other
103,1895-04-06,British Home Championship,England,Scotland,3.0,0.0,1,Other
103,1895-04-06,British Home Championship,Scotland,England,0.0,3.0,0,Other
104,1896-02-29,British Home Championship,Wales,Northern Ireland,6.0,1.0,1,Other
104,1896-02-29,British Home Championship,Northern Ireland,Wales,1.0,6.0,0,Other
105,1896-03-07,British Home Championship,Northern Ireland,England,0.0,2.0,1,Other
105,1896-03-07,British Home Championship,England,Northern Ireland,2.0,0.0,0,Other
106,1896-03-16,British Home Championship,Wales,England,1.0,9.0,1,Other
106,1896-03-16,British Home Championship,England,Wales,9.0,1.0,0,Other
107,1896-03-21,British Home Championship,Scotland,Wales,4.0,0.0,1,Other
107,1896-03-21,British Home Championship,Wales,Scotland,0.0,4.0,0,Other
108,1896-03-28,British Home Championship,Northern Ireland,Scotland,3.0,3.0,1,Other
108,1896-03-28,British Home Championship,Scotland,Northern Ireland,3.0,3.0,0,Other
109,1896-04-04,British Home Championship,Scotland,England,2.0,1.0,1,Other
109,1896-04-04,British Home Championship,England,Scotland,1.0,2.0,0,Other
110,1897-02-20,British Home Championship,England,Northern Ireland,6.0,0.0,1,Other
110,1897-02-20,British Home Championship,Northern Ireland,England,0.0,6.0,0,Other
111,1897-03-06,British Home Championship,Northern Ireland,Wales,4.0,3.0,1,Other
111,1897-03-06,British Home Championship,Wales,Northern Ireland,3.0,4.0,0,Other
112,1897-03-20,British Home Championship,Wales,Scotland,2.0,2.0,1,Other
112,1897-03-20,British Home Championship,Scotland,Wales,2.0,2.0,0,Other
113,1897-03-27,British Home Championship,Scotland,Northern Ireland,5.0,1.0,1,Other
113,1897-03-27,British Home Championship,Northern Ireland,Scotland,1.0,5.0,0,Other
114,1897-03-29,British Home Championship,England,Wales,4.0,0.0,1,Other
114,1897-03-29,British Home Championship,Wales,England,0.0,4.0,0,Other
115,1897-04-03,British Home Championship,England,Scotland,1.0,2.0,1,Other
115,1897-04-03,British Home Championship,Scotland,England,2.0,1.0,0,Other
116,1898-02-19,British Home Championship,Wales,Northern Ireland,0.0,1.0,1,Other
116,1898-02-19,British Home Championship,Northern Ireland,Wales,1.0,0.0,0,Other
117,1898-03-05,British Home Championship,Northern Ireland,England,2.0,3.0,1,Other
117,1898-03-05,British Home Championship,England,Northern Ireland,3.0,2.0,0,Other
118,1898-03-19,British Home Championship,Scotland,Wales,5.0,2.0,1,Other
118,1898-03-19,British Home Championship,Wales,Scotland,2.0,5.0,0,Other
119,1898-03-26,British Home Championship,Northern Ireland,Scotland,0.0,3.0,1,Other
119,1898-03-26,British Home Championship,Scotland,Northern Ireland,3.0,0.0,0,Other
120,1898-03-28,British Home Championship,Wales,England,0.0,3.0,1,Other
120,1898-03-28,British Home Championship,England,Wales,3.0,0.0,0,Other
121,1898-04-02,British Home Championship,Scotland,England,1.0,3.0,1,Other
121,1898-04-02,British Home Championship,England,Scotland,3.0,1.0,0,Other
122,1899-02-18,British Home Championship,England,Northern Ireland,13.0,2.0,1,Other
122,1899-02-18,British Home Championship,Northern Ireland,England,2.0,13.0,0,Other
123,1899-03-04,British Home Championship,Northern Ireland,Wales,1.0,0.0,1,Other
123,1899-03-04,British Home Championship,Wales,Northern Ireland,0.0,1.0,0,Other
124,1899-03-18,British Home Championship,Wales,Scotland,0.0,6.0,1,Other
124,1899-03-18,British Home Championship,Scotland,Wales,6.0,0.0,0,Other
125,1899-03-20,British Home Championship,England,Wales,4.0,0.0,1,Other
125,1899-03-20,British Home Championship,Wales,England,0.0,4.0,0,Other
126,1899-03-25,British Home Championship,Scotland,Northern Ireland,9.0,1.0,1,Other
126,1899-03-25,British Home Championship,Northern Ireland,Scotland,1.0,9.0,0,Other
127,1899-04-08,British Home Championship,England,Scotland,2.0,1.0,1,Other
127,1899-04-08,British Home Championship,Scotland,England,1.0,2.0,0,Other
128,1900-02-03,British Home Championship,Scotland,Wales,5.0,2.0,1,Other
128,1900-02-03,British Home Championship,Wales,Scotland,2.0,5.0,0,Other
129,1900-02-24,British Home Championship,Wales,Northern Ireland,2.0,0.0,1,Other
129,1900-02-24,British Home Championship,Northern Ireland,Wales,0.0,2.0,0,Other
130,1900-03-03,British Home Championship,Northern Ireland,Scotland,0.0,3.0,1,Other
130,1900-03-03,British Home Championship,Scotland,Northern Ireland,3.0,0.0,0,Other
131,1900-03-17,British Home Championship,Northern Ireland,England,0.0,2.0,1,Other
131,1900-03-17,British Home Championship,England,Northern Ireland,2.0,0.0,0,Other
132,1900-03-26,British Home Championship,Wales,England,1.0,1.0,1,Other
132,1900-03-26,British Home Championship,England,Wales,1.0,1.0,0,Other
133,1900-04-07,British Home Championship,Scotland,England,4.0,1.0,1,Other
133,1900-04-07,British Home Championship,England,Scotland,1.0,4.0,0,Other
134,1901-02-23,British Home Championship,Scotland,Northern Ireland,11.0,0.0,1,Other
134,1901-02-23,British Home Championship,Northern Ireland,Scotland,0.0,11.0,0,Other
135,1901-03-02,British Home Championship,Wales,Scotland,1.0,1.0,1,Other
135,1901-03-02,British Home Championship,Scotland,Wales,1.0,1.0,0,Other
136,1901-03-09,British Home Championship,England,Northern Ireland,3.0,0.0,1,Other
136,1901-03-09,British Home Championship,Northern Ireland,England,0.0,3.0,0,Other
137,1901-03-18,British Home Championship,England,Wales,6.0,0.0,1,Other
137,1901-03-18,British Home Championship,Wales,England,0.0,6.0,0,Other
138,1901-03-23,British Home Championship,Northern Ireland,Wales,0.0,1.0,1,Other
138,1901-03-23,British Home Championship,Wales,Northern Ireland,1.0,0.0,0,Other
139,1901-03-30,British Home Championship,England,Scotland,2.0,2.0,1,Other
139,1901-03-30,British Home Championship,Scotland,England,2.0,2.0,0,Other
140,1902-02-22,British Home Championship,Wales,Northern Ireland,0.0,3.0,1,Other
140,1902-02-22,British Home Championship,Northern Ireland,Wales,3.0,0.0,0,Other
141,1902-03-01,British Home Championship,Northern Ireland,Scotland,1.0,5.0,1,Other
141,1902-03-01,British Home Championship,Scotland,Northern Ireland,5.0,1.0,0,Other
142,1902-03-03,British Home Championship,Wales,England,0.0,0.0,1,Other
142,1902-03-03,British Home Championship,England,Wales,0.0,0.0,0,Other
143,1902-03-15,British Home Championship,Scotland,Wales,5.0,1.0,1,Other
143,1902-03-15,British Home Championship,Wales,Scotland,1.0,5.0,0,Other
144,1902-03-22,British Home Championship,Northern Ireland,England,0.0,1.0,1,Other
144,1902-03-22,British Home Championship,England,Northern Ireland,1.0,0.0,0,Other
145,1902-05-03,British Home Championship,England,Scotland,2.0,2.0,1,Other
145,1902-05-03,British Home Championship,Scotland,England,2.0,2.0,0,Other
146,1902-07-20,Friendly,Uruguay,Argentina,0.0,6.0,1,Friendly
146,1902-07-20,Friendly,Argentina,Uruguay,6.0,0.0,0,Friendly
147,1902-10-12,Friendly,Austria,Hungary,5.0,0.0,1,Friendly
147,1902-10-12,Friendly,Hungary,Austria,0.0,5.0,0,Friendly
148,1903-02-14,British Home Championship,England,Northern Ireland,4.0,0.0,1,Other
148,1903-02-14,British Home Championship,Northern Ireland,England,0.0,4.0,0,Other
149,1903-03-02,British Home Championship,England,Wales,2.0,1.0,1,Other
149,1903-03-02,British Home Championship,Wales,England,1.0,2.0,0,Other
150,1903-03-09,British Home Championship,Wales,Scotland,0.0,1.0,1,Other
150,1903-03-09,British Home Championship,Scotland,Wales,1.0,0.0,0,Other
151,1903-03-21,British Home Championship,Scotland,Northern Ireland,0.0,2.0,1,Other
151,1903-03-21,British Home Championship,Northern Ireland,Scotland,2.0,0.0,0,Other
152,1903-03-28,British Home Championship,Northern Ireland,Wales,2.0,0.0,1,Other
152,1903-03-28,British Home Championship,Wales,Northern Ireland,0.0,2.0,0,Other
153,1903-04-04,British Home Championship,England,Scotland,1.0,2.0,1,Other
153,1903-04-04,British Home Championship,Scotland,England,2.0,1.0,0,Other
154,1903-04-05,Friendly,Hungary,Czechoslovakia,2.0,1.0,1,Friendly
154,1903-04-05,Friendly,Czechoslovakia,Hungary,1.0,2.0,0,Friendly
155,1903-06-11,Friendly,Hungary,Austria,3.0,2.0,1,Friendly
155,1903-06-11,Friendly,Austria,Hungary,2.0,3.0,0,Friendly
156,1903-09-13,Friendly,Argentina,Uruguay,2.0,3.0,1,Friendly
156,1903-09-13,Friendly,Uruguay,Argentina,3.0,2.0,0,Friendly
157,1903-10-11,Friendly,Austria,Hungary,4.0,2.0,1,Friendly
157,1903-10-11,Friendly,Hungary,Austria,2.0,4.0,0,Friendly
158,1904-02-29,British Home Championship,Wales,England,2.0,2.0,1,Other
158,1904-02-29,British Home Championship,England,Wales,2.0,2.0,0,Other
159,1904-03-12,British Home Championship,Northern Ireland,England,1.0,3.0,1,Other
159,1904-03-12,British Home Championship,England,Northern Ireland,3.0,1.0,0,Other
160,1904-03-12,British Home Championship,Scotland,Wales,1.0,1.0,1,Other
160,1904-03-12,British Home Championship,Wales,Scotland,1.0,1.0,0,Other
161,1904-03-21,British Home Championship,Wales,Northern Ireland,0.0,1.0,1,Other
161,1904-03-21,British Home Championship,Northern Ireland,Wales,1.0,0.0,0,Other
162,1904-03-26,British Home Championship,Northern Ireland,Scotland,1.0,1.0,1,Other
162,1904-03-26,British Home Championship,Scotland,Northern Ireland,1.0,1.0,0,Other
163,1904-04-09,British Home Championship,Scotland,England,0.0,1.0,1,Other
163,1904-04-09,British Home Championship,England,Scotland,1.0,0.0,0,Other
164,1904-05-01,Évence Coppée Trophy,Belgium,France,3.0,3.0,1,Other
164,1904-05-01,Évence Coppée Trophy,France,Belgium,3.0,3.0,0,Other
165,1904-06-02,Friendly,Hungary,Austria,3.0,0.0,1,Friendly
165,1904-06-02,Friendly,Austria,Hungary,0.0,3.0,0,Friendly
166,1904-10-09,Friendly,Austria,Hungary,5.0,4.0,1,Friendly
166,1904-10-09,Friendly,Hungary,Austria,4.0,5.0,0,Friendly
167,1905-02-12,Friendly,France,Switzerland,1.0,0.0,1,Friendly
167,1905-02-12,Friendly,Switzerland,France,0.0,1.0,0,Friendly
168,1905-02-25,British Home Championship,England,Northern Ireland,1.0,1.0,1,Other
168,1905-02-25,British Home Championship,Northern Ireland,England,1.0,1.0,0,Other
169,1905-03-06,British Home Championship,Wales,Scotland,3.0,1.0,1,Other
169,1905-03-06,British Home Championship,Scotland,Wales,1.0,3.0,0,Other
170,1905-03-18,British Home Championship,Scotland,Northern Ireland,4.0,0.0,1,Other
170,1905-03-18,British Home Championship,Northern Ireland,Scotland,0.0,4.0,0,Other
171,1905-03-27,British Home Championship,England,Wales,3.0,1.0,1,Other
171,1905-03-27,British Home Championship,Wales,England,1.0,3.0,0,Other
172,1905-04-01,British Home Championship,England,Scotland,1.0,0.0,1,Other
172,1905-04-01,British Home Championship,Scotland,England,0.0,1.0,0,Other
173,1905-04-08,British Home Championship,Northern Ireland,Wales,2.0,2.0,1,Other
173,1905-04-08,British Home Championship,Wales,Northern Ireland,2.0,2.0,0,Other
174,1905-04-09,Friendly,Hungary,Austria,0.0,0.0,1,Friendly
174,1905-04-09,Friendly,Austria,Hungary,0.0,0.0,0,Friendly
175,1905-04-17,Muratti Vase,Guernsey,Alderney,6.0,0.0,1,Other
175,1905-04-17,Muratti Vase,Alderney,Guernsey,0.0,6.0,0,Other
176,1905-04-27,Muratti Vase,Jersey,Guernsey,0.0,1.0,1,Other
176,1905-04-27,Muratti Vase,Guernsey,Jersey,1.0,0.0,0,Other
177,1905-04-30,Friendly,Belgium,Netherlands,1.0,4.0,1,Friendly
177,1905-04-30,Friendly,Netherlands,Belgium,4.0,1.0,0,Friendly
178,1905-05-07,Friendly,Belgium,France,7.0,0.0,1,Friendly
178,1905-05-07,Friendly,France,Belgium,0.0,7.0,0,Friendly
179,1905-05-14,Friendly,Netherlands,Belgium,4.0,0.0,1,Friendly
179,1905-05-14,Friendly,Belgium,Netherlands,0.0,4.0,0,Friendly
180,1905-07-21,Friendly,Guyana,Trinidad and Tobago,1.0,4.0,1,Friendly
180,1905-07-21,Friendly,Trinidad and Tobago,Guyana,4.0,1.0,0,Friendly
181,1905-08-15,Copa Lipton,Argentina,Uruguay,0.0,0.0,1,Other
181,1905-08-15,Copa Lipton,Uruguay,Argentina,0.0,0.0,0,Other
182,1906-02-17,British Home Championship,Northern Ireland,England,0.0,5.0,1,Other
